code_prefix,item_number,code_suffix,product_type_name,product,size,category,item_description,item_class_code,jpeg,raw_image
"",57120,-50,"","","","","LOS PRIMOS HIGH GAMER 50#","GAMEB CTM","",""
"",57125,-75,"","","","","LOS PRIMOS GALLO ALEGRE #1 75#","GAMEB CTM","",""
"",57130,-75,"","","","","LOS PRIMOS GALLO ALEGRE #2 75#","GAMEB CTM","",""
"",57135,-75,"","","","","LOS PRIMOS 15.5% DELUXE 75#","GAMEB CTM","",""
"",57140,-75,"","","","","JDMN GAMEBIRD 75#",ECONOMY,"",""
"",57145,-75,"","","","","LOS PRIMOS EL REY STAG MIX  W/POPCORN 75#",ECONOMY,"",""
"",57175,"","","","","","POL'S MIX 75#","GAMEB CTM","",""
"",57300,"","","","","","STANLEY MIX #1 75#","GAMEB CTM","",""
"",57310,-75,"","","","","HERNANDEZ EL REY STAG MIX 75#",ECONOMY,"",""
"",57350,"","","","","","SPECIAL 'K' 50#","PIGEON CTM","",""
"",57650,"","","","","","EXTREME SCRATCH PLUS 50#",ASSOCIATED,"",""
"",57900,-75,"","","","","CIPPIE'S GAMEBIRD 75#","GAMEB CTM","",""
"",57900,-75,"","","","","CIPPIE'S GAMEBIRD 75#","GAMEB CTM","",""
"",57900,"","","","","","COUNTRY JUNCTION GAMEBIRD BULK","GAMEB CTM","",""
"",57900,"","","","","","COUNTRY JUNCTION GAMEBIRD BULK","GAMEB CTM","",""
"",57920,-75,"","","","","CARRASCO MIX 75#","GAMEB CTM","",""
"",57950,"","","","","","SUPREMO GAMEBIRD 50#","GAMEB CTM","",""
"",57975,"","","","","","FRANK'S CONDITIONER 75#","GAMEB CTM","",""
"",58050,"","","GAMEBIRD MAINTENANCE CONDITIONER",50,GAMEBIRD,"GAMEBIRD CONDITIONER 50#","GAME BIRD","",""
"",58075,"","","TMC ",75,GAMEBIRD,"TMC GAMEBIRD 75#","GAME BIRD","",""
"",58100,"","","","","","HAYWAGON MIX 50#","GAMEB CTM","",""
"",58110,-75,"","","","","HAY WAGON EL REY STAG MIX 75#",ECONOMY,"",""
"",58120,-50,"","","","","JOSE GUERRERO 12.5% CLASSIC 50#","GAME BIRD","",""
"",58130,-50,"PREMIUM GAMEBIRD","JOSE GUERRERO 19.5% ",50,GAMEBIRD,"JOSE GUERRERO 19.5% CONDITIONER 50#","GAMEB CTM","",""
"",58130,-50,"PREMIUM GAMEBIRD","JOSE GUERRERO 19.5% ",50,GAMEBIRD,"JOSE GUERRERO 19.5% CONDITIONER 50#","GAMEB CTM","",""
"",58130,-75,"","","","","DIEGO'S GAMEBIRD 75#","GAMEB CTM","",""
"",58130,-75,"","","","","DIEGO'S GAMEBIRD 75#","GAMEB CTM","",""
"",58140,-50,"","","","","PALENQUE MIX 50#","GAMEB CTM","",""
"",58150,"","PREMIUM GAMEBIRD","JOSE GUERRERO 15.5%",50,GAMEBIRD,"JOSE GUERERRO 15.5% DELUXE  50#","GAME BIRD","",""
"",58300,-75,"","","","","OD FEEDS WINTER BLEND 75#","GAMEB CTM","",""
"",58310,-75,"","","","","LA PINATA  MIX 75#","GAMEB CTM","",""
"",58315,-75,"","","","","JR'S LA PINATA 75#","GAMEB CTM","",""
"",58320,-75,"","","","","OD FEED EL REY STAG MIX 75#",ECONOMY,"",""
"",58330,-75,"","","","","MIGUEL'S SUPREMO MIX 75#","GAMEB CTM","",""
"",58350,"","PREMIUM GAMEBIRD","JOSE GUERRERO 17.5%",50,GAMEBIRD,"JOSE GUERRERO 17.5% SUPREME 50#","GAME BIRD","",""
"",58370,-75,"","","","","DIAMONTE PLUS 75#","GAMEB CTM","",""
"",58450,"","","","","","CANDE'S MIX 70#","GAMEB CTM","",""
"",58510,-75,"","","","","EL REY MENDOCINO MIX 75#",ECONOMY,"",""
"",58550,"","","","","","EVAN'S WILD WING 50#","WILDB CTM","",""
"",58575,"","","","","","VITA-MIX GOLD 75#","GAMEB CTM","",""
"",58600,-50,"","","","","GALLO EXTRTEMO CONDITIONING MIX 50#","GAMEB CTM","",""
"",58650,"","","","","","NUTRENA CALIENTE 15% GAME BIRD 50#",NUTRENA,"",""
"",58700,"","","","","","NUTRENA CALIENTE 18% GAMEBIRD 50#",NUTRENA,"",""
"",58750,"","","","","","NUTRENA CALIENTE 12% GAME BIRD  50#",NUTRENA,"",""
"",58850,"","","SCRATCH DE ORO",50,GAMEBIRD,"","","",""
"",58875,"","","SCRATCH DE ORO",75,GAMEBIRD,"","","",""
"",58900,"","","","","","NUTRENA SLASHER MIX 13.25% 50#",NUTRENA,"",""
"",58925,-50,"","","","","KELLY'S GAMEBIRD MIX 50#",NUTRENA,"",""
"",58950,"","","","","","NUTRENA GUAMZALES MIX 50#",NUTRENA,"",""
"",59000,"","","","","","NUTRENA SUPERBIRD MIX 50#",NUTRENA,"",""
"",59000,"","","","","","NUTRENA SUPERBIRD MIX 50#",NUTRENA,"",""
"",59040,-75,"","","","","CJ FARMS MONEY MIX 75#","GAMEB CTM","",""
"",59045,-75,"","","","","CJ FARMS MONEY MIX CRACKED CORN 75#","GAMEB CTM","",""
"",59050,"","","","","","NUTRENA PACIFIC GAMEBIRD MIX 50#",NUTRENA,"",""
"",59075,"","","","","","CIPPIE'S SPECIAL BLEND 75#","GAMEB CTM","",""
"",59080,-75,"","","","","COUNTRY JUNCTION EL REY STAG MIX 75#",ECONOMY,"",""
"",59085,-50,"","","","","JOHNNY JUMPER'S HIGH PERFORMANCE 50#","GAMEB CTM","",""
"",59090,-75,"","","","","COUNTRY JUNCTION EL REY STAG MIX CRACKED CORN 75#",ECONOMY,"",""
"",59100,-75,"","","","","ROLANATOR GAMEBIRD MIX 75#","GAMEB CTM","",""
"",59175,"","","","","","JIM PADILLA GAMEBIRD 75#","GAMEB CTM","",""
"",59250,"","","","","","PURINA TIGRE ROJO 50#",PURINA,"",""
"",59275,"","","","","","H.S.F-10 MIX 75#","GAMEB CTM","",""
"",59310,-50,"","","","","OASIS GAMEBIRD 50#","GAMEB CTM","",""
"",59350,"","","","","","MEXX MIXX #50","GAMEB CTM","",""
"",59350,"","","","","","MEXX MIXX #50","GAMEB CTM","",""
"",59400,"","","","","","FREE BIRD GAMEBIRD  (BULK)","GAMEB CTM","",""
"",59410,-75,"","","","","FEATHER HAVEN EL REY 75#",ECONOMY,"",""
"",59475,"","","","","","WOODLAKE SUPREME MIX 75#","GAMEB CTM","",""
"",59500,-75,"","","","","ROCHA'S SUMMER GAMEBIRD MIX 75#","GAMEB CTM","",""
"",59500,-75,"","","","","ROCHA'S SUMMER GAMEBIRD MIX 75#","GAMEB CTM","",""
"",59510,-75,"","","","","ROCHA'S WINTER GAMEBIRD 75#","GAMEB CTM","",""
"",59575,"","","","","","GEORGE'S GAMEBIRD MIX 75#","GAMEB CTM","",""
"",59650,"","","","","","FARM SUPPLY  SANTA MARIA MIX 50#","GAMEB CTM","",""
"",59700,-50,"","","","","J.S. WEST CONDITIONER MIX 50#","JS WEST","",""
"",59710,-50,"","","","","J.S. WEST SCRATCH PLUS 50#","JS WEST","",""
"",59750,"","","","","","J.S. WEST GAMEBIRD 50#","JS WEST","",""
"",59800,-75,"","","","","VSF GAMEBIRD (CRACKED CORN) 75#","GAMEB CTM","",""
"",59800,-75,"","","","","VSF GAMEBIRD (CRACKED CORN) 75#","GAMEB CTM","",""
"",59810,-75,"","","","","KEITH CARGILL GAMEBIRD 75#","GAMEB CTM","",""
"",59850,"","","","","","FARM SUPPLY GALLO FINO MIX 50#","GAMEB CTM","",""
"",59870,"","","","","","EVAN'S GAMEBIRD 70#","GAMEB CTM","",""
"",59875,"","","TMC (CRACKED CORN)",75,GAMEBIRD,"TMC GAMEBIRD (CRACKED CORN) 75#","GAME BIRD",https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939598757.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939598757+raw.nef
"",59980,-75,"","","","","MEAD VALLEY FEED SUPREME MIX #1","GAMEB CTM","",""
"",60050,"","",TMC,50,GAMEBIRD,"TMC 50#","GAME BIRD","",""
"",60102,"","","CANARY DIET",6/2,"BIRD'S DELIGHT","CANARY DIET 6/2#","CAGE BIRD","",""
"",60102,"","","CANARY DIET",6/2,"BIRD'S DELIGHT","CANARY DIET 6/2#","CAGE BIRD","",""
"",60102,"","","CANARY DIET",6/2,"BIRD'S DELIGHT","CANARY DIET 6/2#","CAGE BIRD","",""
"",60120,"","","CANARY DIET",20,"BIRD'S DELIGHT","","","",""
"",60120,"","","CANARY DIET",20,"BIRD'S DELIGHT","","","",""
"",60140,"","","CANARY DIET",40,"BIRD'S DELIGHT","CANARY DIET 40#","CAGE BIRD","",""
"",60205,"","","PARAKEET 25%",5/5,"BIRD'S DELIGHT","PARAKEET 25%  5/5#","CAGE BIRD",https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939602058.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939602058+raw.nef
"",60220,"","","CANARY ROLLER",20,"BIRD'S DELIGHT","CANARY ROLLER 20#","CAGE BIRD",https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939602201.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939602201+raw.nef
"",60220,"","","CANARY ROLLER",20,"BIRD'S DELIGHT","CANARY ROLLER 20#","CAGE BIRD",https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939602201.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939602201+raw.nef
"",60240,"","","CANARY ROLLER",40,"BIRD'S DELIGHT","CANARY ROLLER 40#","CAGE BIRD","",""
"",60300,-40,"","","","","J.S. WEST COCKATIEL PLUS 40#","JS WEST","",""
"",60302,"","","COCKATIEL FANCY (Sunflower)",6/2,"BIRD'S DELIGHT","COCKATIEL FANCY 6/2#","CAGE BIRD","",""
"",60302,"","","COCKATIEL FANCY (Sunflower)",6/2,"BIRD'S DELIGHT","COCKATIEL FANCY 6/2#","CAGE BIRD","",""
"",60305,"","","COCKATIEL FANCY (Sunflower)",5/5,"BIRD'S DELIGHT","COCKATIEL FANCY 5/5#","CAGE BIRD","",""
"",60305,"","","COCKATIEL FANCY (Sunflower)",5/5,"BIRD'S DELIGHT","COCKATIEL FANCY 5/5#","CAGE BIRD","",""
"",60320,"","","COCKATIEL FANCY (Sunflower)",20,"BIRD'S DELIGHT","COCKATIEL FANCY 20#","CAGE BIRD",https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939603208.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939603208+raw.nef
"",60320,"","","COCKATIEL FANCY (Sunflower)",20,"BIRD'S DELIGHT","COCKATIEL FANCY 20#","CAGE BIRD",https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939603208.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939603208+raw.nef
"",60340,"","","COCKATIEL FANCY (Sunflower)",40,"BIRD'S DELIGHT","COCKATIEL FANCY 40#","CAGE BIRD","",""
"",60502,"","","COCKATIEL/ LOVEBIRD PREMIUM",6/2,"BIRD'S DELIGHT","COCKATIEL/LOVEBIRD PREM 6/2#","CAGE BIRD","",""
"",60502,"","","COCKATIEL/ LOVEBIRD PREMIUM",6/2,"BIRD'S DELIGHT","COCKATIEL/LOVEBIRD PREM 6/2#","CAGE BIRD","",""
"",60502,"","","COCKATIEL/ LOVEBIRD PREMIUM",6/2,"BIRD'S DELIGHT","COCKATIEL/LOVEBIRD PREM 6/2#","CAGE BIRD","",""
"",60505,"","","COCKATIEL/ LOVEBIRD PREMIUM",5/5,"BIRD'S DELIGHT","COCKATIEL/LOVEBIRD PREM 5/5#","CAGE BIRD","",""
"",60505,"","","COCKATIEL/ LOVEBIRD PREMIUM",5/5,"BIRD'S DELIGHT","COCKATIEL/LOVEBIRD PREM 5/5#","CAGE BIRD","",""
"",60505,"","","COCKATIEL/ LOVEBIRD PREMIUM",5/5,"BIRD'S DELIGHT","COCKATIEL/LOVEBIRD PREM 5/5#","CAGE BIRD","",""
"",60520,"","","COCKATIEL/ LOVEBIRD PREMIUM",20,"BIRD'S DELIGHT","COCKATIEL/ LOVEBIRD PREMIUM 20#","CAGE BIRD","",""
"",60520,"","","COCKATIEL/ LOVEBIRD PREMIUM",20,"BIRD'S DELIGHT","COCKATIEL/ LOVEBIRD PREMIUM 20#","CAGE BIRD","",""
"",60540,"","","COCKATIEL/ LOVEBIRD PREMIUM",40,"BIRD'S DELIGHT","COCKATIEL/ LOVEBIRD PREMIUM 40#","CAGE BIRD","",""
"",60604,"","","DOVE & QUAIL",6/4,"WILD BIRD","DOVE & QUAIL 6/4#",WILDBIRD,"",""
"",60620,"","","DOVE & QUAIL",20,"WILD BIRD","DOVE & QUAIL 20#",WILDBIRD,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939606209.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939606209+raw.nef
"",60620,"","","DOVE & QUAIL",20,"WILD BIRD","DOVE & QUAIL 20#",WILDBIRD,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939606209.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939606209+raw.nef
"",60640,"","","DOVE & QUAIL",40,"WILD BIRD","DOVE & QUAIL 40#",WILDBIRD,"",""
"",60702,"","","FINCH MIX FANCY",6/2,"BIRD'S DELIGHT","FINCH 6/2#","CAGE BIRD","",""
"",60702,"","","FINCH MIX FANCY",6/2,"BIRD'S DELIGHT","FINCH 6/2#","CAGE BIRD","",""
"",60720,"","","FINCH MIX FANCY",20,"BIRD'S DELIGHT","FINCH MIX FANCY 20#","CAGE BIRD",https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939607206.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939607206+raw.nef
"",60740,"","","FINCH MIX FANCY",40,"BIRD'S DELIGHT","FINCH MIX FANCY 40#","CAGE BIRD","",""
"",60850,"","","","","","PRASTER FINCH PREMIUM 50#","CAGEB CTM","",""
"",60902,"","","GUINEA PIG PELLETS",6/2,"SMALL ANIMAL","GUINEA PIG PELLETS 6/2#","SM ANIMAL","",""
"",60950,"","","GUINEA PIG PELLETS",50,"SMALL ANIMAL","GUINEA PIG PELLETS 50#","SM ANIMAL","",""
"",61002,"","","F G CANARY / FINCH","6/ 2#","FEATHERGLOW  DIETS ","F.G. CANARY/FINCH 6/2#",FEATHER,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789610028.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789610028+raw.nef
"",61020,"","","F G CANARY / FINCH",20#,"FEATHERGLOW  DIETS ","F.G. CANARY/FINCH 20#",FEATHER,"",""
"",61104,"","",HAMSTER/RODENT,6/4,"SMALL ANIMAL","HAMSTER MIX 6/4#","SM ANIMAL","",""
"",61140,"","",HAMSTER/RODENT,40,"SMALL ANIMAL","HAMSTER/RODENT MIX 40#","SM ANIMAL","",""
"",61140,"","",HAMSTER/RODENT,40,"SMALL ANIMAL","HAMSTER/RODENT MIX 40#","SM ANIMAL","",""
"",61260,"","","LIMESTONE GRIT",50,"BIRD GRIT","""LIMESTONE GRIT 50#""",GRIT,"",""
"",61304,"","","F G SMALL  HOOKBILL","6/ 4#","FEATHERGLOW  DIETS ","F.G. SM HOOKBILL 6/4#",FEATHER,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789613043.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789613043+raw.nef
"",61320,"","","F G SMALL  HOOKBILL",20#,"FEATHERGLOW  DIETS ","F.G. SM HOOKBILL 20#",FEATHER,"",""
"",61325,"","","""MINERAL GRIT GREY""",25,"BIRD GRIT","""GRIT GREY MINERAL 25#""",GRIT,"",""
"",61402,"","","""MINERAL GRIT GREY""",6/2,"BIRD GRIT","""GRIT GREY MINERAL 6/2#""",GRIT,"",""
"",61425,"","","""BIRD HEALTH GRIT BLUE""",25,"BIRD GRIT","""GRIT BLUE HEALTH 25#""",GRIT,"",""
"",61501,"","","F G MEALWORMS","6/10 oz","FEATHERGLOW  DIETS ","F.G. MEALWORMS 6/10 OZ",FEATHER,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789615010.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789615010+raw.nef
"",61620,"","","WC PIGEON GRIT RED",20,"BIRD GRIT","PIGEON GRIT MINERALIZED W/CHARCOAL 20#",GRIT,"",""
"",61670,"","","WC PIGEON GRIT RED",50,"BIRD GRIT","PIGEON GRIT MINERALIZED W/CHARCOAL 50#",GRIT,"",""
"",61702,"","","F G PARAKEET","6/ 2#","FEATHERGLOW  DIETS ","F.G. PARAKEET 6/2#",FEATHER,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789617027.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789617027+raw.nef
"",61703,"","","PARROT SUNFLOWER PREMIUM",6/3,"BIRD'S DELIGHT","","","",""
"",61703,"","","PARROT SUNFLOWER PREMIUM",6/3,"BIRD'S DELIGHT","","","",""
"",61720,"","","","","","F.G. PARAKEET 20#",FEATHER,"",""
300,61820,"","","PARROT SUNFLOWER PREMIUM",20,"BIRD'S DELIGHT","PARROT SUNFLOWER PREMIUM 20#","CAGE BIRD",https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939618202.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939618202+raw.nef
"",61903,"","","PARROT SAFFLOWER",6/3,"BIRD'S DELIGHT","PARROT SAFFLOWER 6/3#","CAGE BIRD","",""
"",61903,"","","PARROT SAFFLOWER",6/3,"BIRD'S DELIGHT","PARROT SAFFLOWER 6/3#","CAGE BIRD","",""
"",61920,"","","PARROT SAFFLOWER",20,"BIRD'S DELIGHT","PARROT SAFFLOWER 20#","CAGE BIRD",https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939619209.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939619209+raw.nef
"",61940,"","","PARROT SAFFLOWER",40,"BIRD'S DELIGHT","PARROT SAFFLOWER 40#","CAGE BIRD","",""
"",61940,"","","PARROT SAFFLOWER",40,"BIRD'S DELIGHT","PARROT SAFFLOWER 40#","CAGE BIRD","",""
"",62002,"","","PARAKEET 25%",6/2,"BIRD'S DELIGHT","PARAKEET 25% 6/2#","CAGE BIRD","",""
"",62002,"","","PARAKEET 25%",6/2,"BIRD'S DELIGHT","PARAKEET 25% 6/2#","CAGE BIRD","",""
"",62120,"","","PARAKEET 25%",20,"BIRD'S DELIGHT","PARAKEET 25% 20#","CAGE BIRD","",""
"",62140,"","","PARAKEET 25%",40,"BIRD'S DELIGHT","PARAKEET 25% 40#","CAGE BIRD","",""
"",62220,"","","PARAKEET 42%",20,"BIRD'S DELIGHT","PARAKEET 42% 20#","CAGE BIRD",https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939622209.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939622209+raw.nef
"",62240,"","","PARAKEET 42%",40,"BIRD'S DELIGHT","PARAKEET 42% 40#","CAGE BIRD","",""
"",62504,"","","F G LARGE  PARROT","6/ 4#","FEATHERGLOW  DIETS ","F.G. LG PARROT 6/4#",FEATHER,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789625046.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789625046+Raw.nef
"",62505,"","","F G LARGE  PARROT",20#,"FEATHERGLOW  DIETS ","RABBIT PELLETS 5/5#","SM ANIMAL","",""
"",62520,"","","","","","F.G. LG PARROT 20#",FEATHER,"",""
"",62520,"","","","","","F.G. LG PARROT 20#",FEATHER,"",""
"",62550,"","","","","","RABBIT PELLETS 50#","SM ANIMAL","",""
"",62650,"","","MOUSE DIET (BREEDER PAK)",50,"SMALL ANIMAL","MOUSE DIET 50#","SM ANIMAL","",""
"",62704,"","","F G PARROT  TREAT","6/ 4#","FEATHERGLOW  DIETS ","F.G. PARROT TREAT 6/4#",FEATHER,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789627040.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789627040+raw.nef
"",62720,"","","F G PARROT  TREAT",20#,"FEATHERGLOW  DIETS ","F.G. PARROT TREAT 20#",FEATHER,"",""
"",62750,"","","","","","PET CENTER COCKATIEL VIT. 50#","CAGEB CTM","",""
"",62801,"","","F G RED FACTOR EGGFOOD",6/1.#,"FEATHERGLOW  DIETS ","F.G. GOURMET RED FACTOR EGGFOOD 6/1#",FEATHER,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789628016.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789628016+raw.nef
"",62815,"","","F G RED FACTOR EGGFOOD",15#,"FEATHERGLOW  DIETS ","F.G. GOURMET RED FACTOR EGGFOOD 15#",FEATHER,"",""
"",62850,"","","","","","PET CENTER PARAKEET 44% 50#","CAGEB CTM","",""
"",62901,"","","F G GOURMET EGGFOOD","6/ 1#","FEATHERGLOW  DIETS ","F.G. GOURMET EGGFOOD 6/1#",FEATHER,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789629013.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789629013+raw.nef
"",62915,"","","F G GOURMET EGGFOOD",15#,"FEATHERGLOW  DIETS ","F.G. GOURMET EGGFOOD 15#",FEATHER,"",""
"",62920,"","","","","","J.S. WEST PREMIUM RABBIT 20#","JS WEST","",""
"",63003,"","","","","","F.G. NUT N LIKE IT 6/3#",FEATHER,"",""
"",63120,"","","WILD BIRD PREMIUM (No Sun)",20,"WILD BIRD","WILD BIRD PREM 20#",WILDBIRD,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939631200.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939631200+raw.nef
"",63140,"","","WILD BIRD PREMIUM (No Sun)",40,"WILD BIRD","WILD BIRD PREM 40#",WILDBIRD,"",""
"",63225,"","","","","","NESBITT PARAKEET 25% 25#","CAGEB CTM","",""
"",63350,"","","","","","NORTHERN STAR DOVE & QUAIL 50#","WILDB CTM","",""
"",63404,"","","RABBIT PELLETS W/ TIMOTHY HAY",6/4,"SMALL ANIMAL","RABBIT PELLETS 6/4#","SM ANIMAL","",""
"",63420,"","","RABBIT PELLETS W/ TIMOTHY HAY",20,"SMALL ANIMAL","","","",""
"",63440,"","","RABBIT PELLETS W/ TIMOTHY HAY",40,"SMALL ANIMAL","RABBIT PELLETS 40#","SM ANIMAL","",""
"",63502,"","","F G FANCY  SOAK & SIMMER","6/ 2#","FEATHERGLOW  DIETS ","F.G. FANCY SOAK & SIMMER 6/2#",FEATHER,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789635021.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789635021+raw.nef
"",63520,"","","F G FANCY  SOAK & SIMMER",20#,"FEATHERGLOW  DIETS ","F.G. FANCY SOAK & SIMMER 20#",FEATHER,"",""
"",63540,"","","","","","BREEDING DREAMS' LG HOOKBILL MIX 40#","CAGEB CTM","",""
"",64002,"","","BIRDEEZ BUFFET","6/ 2#","fEATHERGLOW  DIETS ","F.G. BIRDEEZ BUFFET 6/2#",FEATHER,"",""
"",64015,"","","BIRDEEZ BUFFET",15#,"fEATHERGLOW  DIETS ","F.G. BIRDEEZ BUFFET 15#",FEATHER,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789640155.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789640155+raw.nef
"",64050,"","","","","","JOE'S AVIARY MIX 50#","CAGEB CTM","",""
"",64450,"","","OYSTER SHELL Flour",50,"BIRD GRIT","OYSTER SHELL FLOUR 50#",GRIT,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939644500.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939644500+raw.nef
"",64502,"","","F G FRUIT & NUT GOODIES","6/ 2#","FEATHERGLOW  DIETS ","F.G. FRUIT & NUT GOODIES 6/2#",FEATHER,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789645020.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789645020+raw.nef
"",64515,"","","F G FRUIT & NUT GOODIES",15#,"FEATHERGLOW  DIETS ","F.G. FRUIT & NUT GOODIES 15#",FEATHER,"",""
"",64550,"","","OYSTER SHELL Pigeon",50,"BIRD GRIT","OYSTER SHELL PIGEON 50#",GRIT,"",""
"",64650,"","","OYSTER SHELL Cage",50,"BIRD GRIT","OYSTER SHELL CAGE BLEND 50#",GRIT,"",""
"",64750,"","","OYSTER SHELL Lay",50,"BIRD GRIT","OYSTER SHELL LAY 50#",GRIT,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939647500.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939647500+raw.nef
"",64802,"","","OYSTER SHELL Grow",6/2,"BIRD GRIT","OYSTER SHELL CAGE 6/2#",GRIT,"",""
"",64850,"","","OYSTER SHELL Grow",50,"BIRD GRIT","OYSTER SHELL GROW #50",GRIT,"",""
"",64950,"","","WC SUPER GRIT GARLIC",50,"BIRD GRIT","SUPER GRIT/GARLIC  50#",GRIT,"",""
"",65150,"","","","","","SQUAB PRODUCERS DELUXE GRIT 50#",GRIT,"",""
"",65201,"","","""BIRD HEALTH GRIT BLUE""",6/2,"BIRD GRIT","""GRIT BLUE HEALTH 6/2#""",GRIT,"",""
"",65405,"","","PREMIUM SQUIRREL & WILDLIFE ",5/5,"PREMIUM WILD BIRD","PREM SQUIRREL & W/LIFE 5/5#",PREMIUM,"",""
"",65415,"","","PREMIUM SQUIRREL & WILDLIFE ",15,"PREMIUM WILD BIRD","PREM SQUIRREL & WILD MIX 15#",PREMIUM,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939654156.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939654156+raw.nef
"",65515,"","","","","","RAINBOW DELIGHT MINI 15#",SINGLE,"",""
"",65615,"","","","","","RAINBOW DELIGHT SMALL 15#",SINGLE,"",""
"",65702,"","","","","","RAINBOW DELIGHT MED 6/1.5#",SINGLE,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789657020.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/070789657020+raw.nef
"",65715,"","","","","","RAINBOW DELIGHT MEDIUM 15#",SINGLE,"",""
"",67350,"","","","","","W.C.S. CANARY/FINCH 50#","VK SPECIAL","",""
"",70002,"","",CANARY,6/2,"NATURE'S FEAST VITAMIZED","N.F. CANARY 6/2#",NATURES,"",""
"",70020,"","",CANARY,20,"NATURE'S FEAST VITAMIZED","N.F. CANARY 20#",NATURES,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939700204.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939700204+raw.nef
"",70020,"","",CANARY,20,"NATURE'S FEAST VITAMIZED","N.F. CANARY 20#",NATURES,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939700204.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939700204+raw.nef
"",70102,"","",COCKATIEL,6/2,"NATURE'S FEAST VITAMIZED","N.F. COCKATIEL 6/2#",NATURES,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939701027.jpg,https://s3-us-west-1.amazonaws.com/seedfactory/original_images/015939701027+raw.nef
"",70105,"","",COCKATIEL,5/5,"NATURE'S FEAST VITAMIZED","N.F. COCKATIEL 5/5#",NATURES,"",""
"",70120,"","",COCKATIEL,20,"NATURE'S FEAST VITAMIZED","N.F. COCKATIEL 20#",NATURES,"",""
"",70202,"","","FINCH ",6/2,"NATURE'S FEAST VITAMIZED","N.F. FINCH 6/2#",NATURES,"",""
